user_id,convert_item,path_item,path_pos,path_len,linear_credit,touch,is_convert_item
196000,7566182,7508156,0,96,0.010416666666666666,first,0
196000,7566182,13681935,1,96,0.010416666666666666,mid,0
196000,7566182,6784039,2,96,0.010416666666666666,mid,0
196000,7566182,7508991,3,96,0.010416666666666666,mid,0
196000,7566182,6653169,4,96,0.010416666666666666,mid,0
196000,7566182,2052732,5,96,0.010416666666666666,mid,0
196000,7566182,13687595,6,96,0.010416666666666666,mid,0
196000,7566182,8777989,7,96,0.010416666666666666,mid,0
196000,7566182,13689037,8,96,0.010416666666666666,mid,0
196000,7566182,4240175,9,96,0.010416666666666666,mid,0
196000,7566182,186967,10,96,0.010416666666666666,mid,0
196000,7566182,10564494,11,96,0.010416666666666666,mid,0
196000,7566182,1352471,12,96,0.010416666666666666,mid,0
196000,7566182,2051322,13,96,0.010416666666666666,mid,0
196000,7566182,13706089,14,96,0.010416666666666666,mid,0
196000,7566182,4240923,15,96,0.010416666666666666,mid,0
196000,7566182,12859392,16,96,0.010416666666666666,mid,0
196000,7566182,6450237,17,96,0.010416666666666666,mid,0
196000,7566182,8053767,18,96,0.010416666666666666,mid,0
196000,7566182,5115748,19,96,0.010416666666666666,mid,0
196000,7566182,8152379,20,96,0.010416666666666666,mid,0
196000,7566182,12132316,21,96,0.010416666666666666,mid,0
196000,7566182,7847357,22,96,0.010416666666666666,mid,0
196000,7566182,10350737,23,96,0.010416666666666666,mid,0
196000,7566182,7318761,24,96,0.010416666666666666,mid,0
196000,7566182,9084001,25,96,0.010416666666666666,mid,0
196000,7566182,4241122,26,96,0.010416666666666666,mid,0
196000,7566182,12258741,27,96,0.010416666666666666,mid,0
196000,7566182,2702747,28,96,0.010416666666666666,mid,0
196000,7566182,9230410,29,96,0.010416666666666666,mid,0
196000,7566182,14348559,30,96,0.010416666666666666,mid,0
196000,7566182,6019302,31,96,0.010416666666666666,mid,0
196000,7566182,214677,32,96,0.010416666666666666,mid,0
