user_id,item_id,e_n_exp,e_n_clk,e_n_cnv,e_last_ts,e_ctr,y_convert,u_n_events,u_n_exp,u_n_clk,u_n_cnv,u_n_uniq_items,u_ctr,u_cvr,u_ctcvr,u_has_convert,u_span_sec,u_log1p_n_events,u_log1p_n_uniq_items,u_log1p_n_exp,u_log1p_n_clk,u_log1p_n_cnv,u_user_activity_rank,u_user_ctcvr_rank,i_n_exp,i_n_clk,i_n_cnv,i_n_users,i_ctr,i_cvr,i_ctcvr,i_n_as_convert_terminal,i_credit_first,i_credit_last,i_credit_linear,i_share_first,i_share_last,i_share_linear,i_n_covisit_neighbors,i_log1p_n_exp,i_log1p_n_clk,i_log1p_n_cnv,i_log1p_n_users,i_log1p_n_covisit_neighbors,i_log1p_credit_linear,i_item_pop_rank,i_item_credit_rank,i_item_cnv_rank,e_log1p_exp,e_log1p_clk,ui_pop_mismatch
9966000,129131,0,0,1,1745280724,0.0,1,100,66,11,23,100,0.16666666666666666,2.090909090909091,0.3484848484848485,1,6588058,4.61512051684126,4.61512051684126,4.204692619390966,2.4849066497880004,3.1780538303479458,1387.5,17.0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.010309278350515464,0.0,0.0,6.075001974375641e-06,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.010256500167189098,115790.0,71056.5,3561.0,0.0,0.0,-3.9219733362813143
1334000,850665,0,0,1,1748150405,0.0,1,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,7690475,4.61512051684126,4.61512051684126,4.59511985013459,0.6931471805599453,0.6931471805599453,1387.5,1497.0,5,1,1,7,0.2,1.0,0.2,1,0.0,1.0,0.011904761904761904,0.0,0.0005892751915144372,7.0151808513623474e-06,109,1.791759469228055,0.6931471805599453,0.6931471805599453,2.0794415416798357,4.700480365792417,0.011834457647002838,2788.0,56950.0,3561.0,0.0,0.0,-2.535678975161424
3376000,15787948,0,0,1,1745928557,0.0,1,100,62,12,26,96,0.1935483870967742,2.1666666666666665,0.41935483870967744,1,4647148,4.61512051684126,4.574710978503383,4.143134726391533,2.5649493574615367,3.295836866004329,1387.5,11.0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.010752688172043012,0.0,0.0,6.3362923818756694e-06,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.01069528911674796,115790.0,67219.5,3561.0,0.0,0.0,-3.8815637979434374
9298000,2978595,0,0,1,1739666738,0.0,1,100,77,8,15,100,0.1038961038961039,1.875,0.19480519480519481,1,8999173,4.61512051684126,4.61512051684126,4.356708826689592,2.1972245773362196,2.772588722239781,1387.5,64.5,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.02127659574468085,0.0,0.0,1.2537770032222069e-05,11,0.0,0.0,0.6931471805599453,0.6931471805599453,2.4849066497880004,0.021053409197832343,115790.0,22267.5,3561.0,0.0,0.0,-3.9219733362813143
3830000,244630,0,0,1,1745491003,0.0,1,100,76,18,6,100,0.23684210526315788,0.3333333333333333,0.07894736842105263,1,3859457,4.61512051684126,4.61512051684126,4.343805421853684,2.9444389791664403,1.9459101490553132,1387.5,294.0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.012048192771084338,0.0,0.0,7.099701102583582e-06,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.011976191046715693,115790.0,55873.0,3561.0,0.0,0.0,-3.9219733362813143
3642000,7868240,0,0,1,1747817619,0.0,1,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,5273134,4.61512051684126,4.61512051684126,4.584967478670572,1.0986122886681098,0.6931471805599453,1387.5,1403.0,0,0,1,1,0.0,0.0,0.0,1,0.0,1.0,0.011494252873563218,0.0,0.0005892751915144372,6.773278063384336e-06,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.011428695823622754,115790.0,59728.5,3561.0,0.0,0.0,-3.9219733362813143
9674000,10064956,0,0,1,1736137160,0.0,1,100,73,9,18,100,0.1232876712328767,2.0,0.2465753424657534,1,15376371,4.61512051684126,4.61512051684126,4.30406509320417,2.302585092994046,2.9444389791664403,1387.5,39.0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.012048192771084338,0.0,0.0,7.099701102583582e-06,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.011976191046715693,115790.0,55873.0,3561.0,0.0,0.0,-3.9219733362813143
2812000,7690041,0,0,1,1741084256,0.0,1,100,84,5,11,100,0.05952380952380952,2.2,0.13095238095238096,1,8641084,4.61512051684126,4.61512051684126,4.442651256490317,1.791759469228055,2.4849066497880004,1387.5,133.0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.013157894736842105,0.0,0.0,7.753620940979438e-06,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.01307208156735277,115790.0,47497.5,3561.0,0.0,0.0,-3.9219733362813143
8822000,1363667,0,0,1,1746753936,0.0,1,100,87,8,5,100,0.09195402298850575,0.625,0.05747126436781609,1,4247359,4.61512051684126,4.61512051684126,4.477336814478207,2.1972245773362196,1.791759469228055,1387.5,429.5,1,0,2,3,0.0,0.0,2.0,1,0.0,1.0,0.06153846153846154,0.0,0.0005892751915144372,3.626308870858075e-05,48,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,3.8918202981106265,0.05971923470162228,12635.5,3254.0,171.5,0.0,0.0,-3.228826155721369
9910000,6557496,0,0,1,1747344944,0.0,1,100,81,6,13,99,0.07407407407407407,2.1666666666666665,0.16049382716049382,1,2074567,4.61512051684126,4.605170185988092,4.406719247264253,1.9459101490553132,2.6390573296152584,1387.5,98.5,0,0,1,1,0.0,0.0,0.0,1,0.0,1.0,0.022222222222222223,0.0,0.0005892751915144372,1.3095004255876383e-05,16,0.0,0.0,0.6931471805599453,0.6931471805599453,2.833213344056216,0.021978906718775244,115790.0,20648.5,3561.0,0.0,0.0,-3.9120230054281464
